Date,Gold_to_Oil,Gold_to_Silver,Silver_to_Oil,Gold_to_Dow,Silver_to_Dow
1985-01-31,-0.07187566455537883,-0.2300352621615912,-0.030518988488380777,0.5987977619266487,0.7264604063355374
1985-02-28,-0.07522589452979203,-0.2027905835721268,-0.05322623761845349,0.5480520125284407,0.6300208279346979
1985-03-31,-0.07992093512773732,-0.21605390324440166,-0.05751958562950604,0.690452347852209,0.7960794281280521
1985-04-30,-0.0680983982250721,-0.19681815177915687,-0.0397760742660484,0.676668261208122,0.7482652750142605
1985-05-31,-0.07277220497106687,-0.1915593165168979,-0.05322052688540535,0.6018770723057656,0.6660593200086391
1985-06-30,-0.06797925272246091,-0.1871455136471581,-0.0445144998232363,0.5981260804995324,0.6556140418288029
1985-07-31,-0.06872361719917033,-0.18903356704365923,-0.04524558491303443,0.6217925852126566,0.6816124209897112
1985-08-31,-0.0682588317731426,-0.16755341701629295,-0.05482021233456971,0.6522382555981421,0.677782807792686
1985-09-30,-0.07594666583766756,-0.16369433153918683,-0.07349434152802112,0.6306950756961643,0.6517783603165975
1985-10-31,-0.08034561216674743,-0.17456487099226337,-0.07835832876879162,0.5953825045436333,0.6342281984101126
1985-11-30,-0.07793203099503987,-0.17328481389232742,-0.07356199500833505,0.533842783884606,0.5737541482937807
1985-12-31,-0.06262714237249166,-0.1348448453395868,-0.057901222815962994,0.490647247288837,0.4857079935110432
1986-01-31,0.00978619107094314,-0.11780877849455801,0.08264816352542478,0.5441744715622001,0.5134665743182802
1986-02-28,0.09434882680539255,-0.09442195584716345,0.2352812532568748,0.43688860611331937,0.3963223476173233
1986-03-31,0.1844204674625567,-0.07424807843036269,0.39203512752846403,0.4029993315134117,0.3495925953276977
1986-04-30,0.09440898938591902,-9.897974796335696e-06,0.1656254638254984,0.4191322583096243,0.30307761201443584
1986-05-31,0.07565006084608841,-0.019632754151538645,0.14518713292027444,0.375889062829298,0.28464805061711573
1986-06-30,0.1094012685214181,0.01204358693524632,0.18366057056868315,0.3757202252018348,0.26241262636258655
1986-07-31,0.16201757399633088,0.03922412237875644,0.25374927679387393,0.45137990960275187,0.29870783119333544
1986-08-31,0.07309020202761071,0.08273195128954819,0.08291618536115106,0.4576922095817666,0.27434540799789653
1986-09-30,0.12700885042215454,0.10598042515856415,0.15479700680051914,0.6037995677450184,0.3565963511353408
1986-10-31,0.12000049962004583,0.047352677983926506,0.17862902289553725,0.5012744934643957,0.3283690941678977
1986-11-30,0.10587762875607576,0.057391180820474286,0.14935039142656278,0.4601916482352766,0.2925471664067455
1986-12-31,0.05009158104832906,0.07237877838672263,0.05130342172770766,0.46673866811904074,0.2871608125031887
1987-01-31,0.0499948490561101,0.06173371527814914,0.05619564150103776,0.3931923436782384,0.24312073390964964
1987-02-28,0.07809785211260514,0.07897124479471301,0.0927604281914505,0.37406259621719606,0.21978084460390898
1987-03-31,0.04949821285215658,-0.011729658512789232,0.09383548942468398,0.37313475221792713,0.27687663216848923
1987-04-30,0.0697871583908653,-0.13993942230796708,0.22409973351025939,0.4394456615065683,0.445289253992851
1987-05-31,0.07308902236916903,-0.10568170835003171,0.20214754285833322,0.4331625972374207,0.40409241638446347
1987-06-30,0.05455068995793538,-0.05940513632648009,0.13235401856932563,0.3840063229009105,0.3216189643701023
1987-07-31,0.04215483905260653,-0.1419358295114404,0.16731550998883923,0.3646584536816443,0.37962245327864097
1987-08-31,0.06854733736864407,-0.08770114565856402,0.17917382838066856,0.32626330615667276,0.2971261371648112
1987-09-30,0.07025666245065981,-0.08938330778505488,0.1837958520416039,0.351459689099609,0.31968382489068825
1987-10-31,0.06834679543355596,0.00576994009159898,0.11671270431718664,0.5879214108368216,0.4241812070675828
1987-11-30,0.09138552479985523,0.004681031172511119,0.15733544093347604,0.7265401181901445,0.5281773155766818
1987-12-31,0.1369427541596664,0.05781898153409615,0.1996930547206748,0.6508572693966045,0.42527278024795845
1988-01-31,0.12451623213485347,0.03433627185878302,0.19453642591253592,0.5910866366667302,0.40229672534051275
1988-02-29,0.118442170818567,0.01956472245300689,0.19411223061108288,0.46639465871453667,0.32360041874400525
1988-03-31,0.09951926975534084,0.0019259004449132533,0.17326418949013309,0.5681678851346084,0.4128281441496492
1988-04-30,0.08925860062947955,0.0231120376754142,0.1422201793036765,0.5315110053580326,0.3683187128617639
1988-05-31,0.09705378361219874,0.01554903444937894,0.16019499237346027,0.5428283918680437,0.38264707079596527
1988-06-30,0.14396526086307548,-0.022993358326438396,0.27010265600994454,0.4613967748086262,0.3529070800329692
1988-07-31,0.10959355284741437,-0.04368563462491315,0.22377916115088006,0.4627299940573887,0.37131346333984494
1988-08-31,0.12819440715605784,-0.017652927815987596,0.23768791906200823,0.48704631798592757,0.36818312367698525
1988-09-30,0.1566513077450613,-0.039786531614493414,0.3072117340475782,0.39506563314426113,0.31474966427431506
1988-10-31,0.1467905428309345,-0.026506388166031958,0.2780428193378617,0.4125458376628751,0.31802218113976766
1988-11-30,0.11689327928462173,0.022988909153028703,0.1891937154346646,0.4436643726982744,0.30455756438370585
1988-12-31,0.07976706880760323,0.005341382573019637,0.1367675812235157,0.4040960878759776,0.28802186638176963
1989-01-31,0.0726690639639257,-0.0017361214944391912,0.1287251115616229,0.3167264792479433,0.22761245769127833
1989-02-28,0.0450060735061828,-0.01854581258704535,0.08974045736740552,0.32860155423486315,0.24767209037910184
1989-03-31,0.020998844559252106,-0.014511430145947912,0.044773630257785385,0.31055537386084797,0.23121012440115493
1989-04-30,0.015167792881954772,-0.0037159346811688754,0.02909810496982909,0.2697720074453168,0.19361210229800754
1989-05-31,0.01281909292454042,0.022365557139674752,0.012849643111539605,0.2264098501695836,0.14695448665953
1989-06-30,0.007226332252465412,0.05145133199734503,-0.008983534699449514,0.25193264939213267,0.15019281338488014
1989-07-31,0.03466164863096119,0.04837968052781061,0.03745632580892708,0.1952595846539309,0.11178926215027898
1989-08-31,0.021876510439873043,0.040103216994996915,0.02008800750379741,0.16606482814064755,0.0948907835373222
1989-09-30,0.005204397683400558,0.024469438190887483,-0.0009954951558772962,0.18708016140115324,0.11731772156713285
1989-10-31,0.010254515472295972,0.050068359333301116,-0.00343944662784168,0.209327442243596,0.12090671880315332
1989-11-30,0.02750230154831551,0.06689792579215459,0.0174796707610107,0.24411495208073186,0.13707030323916183
1989-12-31,0.01437152343381079,0.10715385443334574,-0.019403781917583768,0.2218588530716633,0.10371526141797419
1990-01-31,0.006627065764084478,0.147658088948255,-0.04530644585469126,0.28539575707529286,0.12729614525531982
1990-02-28,0.021261908391750073,0.14509249258160445,-0.022808479091916578,0.2639982750808475,0.1148544219519135
1990-03-31,0.021260728733308365,0.08322490162112622,0.0006687214592460133,0.1880354488900587,0.09129088786725328
1990-04-30,0.03127013061108866,0.08693861766579208,0.014938042398478762,0.1975450032035464,0.09613788950911498
1990-05-31,0.043321521251442674,0.04857945010103204,0.05161997024787138,0.1453291254721154,0.07648706569452204
1990-06-30,0.03650663443377186,0.06190639152262739,0.034248295080572116,0.12894694360452136,0.0595404100644146
1990-07-31,9.242970848422072e-07,0.10687162269113287,-0.04144584191044143,0.15194764872583194,0.05768496997615122
1990-08-31,-0.03612021718760969,0.151651994593822,-0.10942008046072205,0.2352150694308609,0.09399377255728517
1990-09-30,-0.0907903080095131,0.20669889477989017,-0.19900616135897434,0.30721670297790493,0.11616349313233434
1990-10-31,-0.07951041399002752,0.265291458258797,-0.19301331957122528,0.26353185941567603,0.06957336958791258
1990-11-30,-0.05079516820229289,0.3168479540979186,-0.16471424565290263,0.24320163344372825,0.042318262951606705
1990-12-31,-0.05022067454118753,0.29123093971276065,-0.15941174578688577,0.2274982318412918,0.04136781247070265
1991-01-31,0.0028934467961204413,0.3402416490204711,-0.10280827436116777,0.17829609601899354,0.0014864094926627658
1991-02-28,0.01716141564841897,0.370159160619526,-0.09229042901069698,0.14360147133033485,-0.023612424961251183
1991-03-31,0.011399963819181569,0.2969214178586302,-0.08184447115007476,0.1268055915759807,-0.015340449307870124
1991-04-30,-0.005186033871047185,0.2719317605036213,-0.09703723083874702,0.1323634570552395,-0.0059496763983987455
1991-05-31,-0.007590177775221127,0.235531695138344,-0.09108483540193935,0.11646032136603984,-0.005350293775301579
1991-06-30,0.0036153977624376887,0.17826274221402744,-0.05940492350205445,0.14595850504135993,0.029061999916500547
1991-07-31,-0.006878843734879209,0.2587721536575707,-0.09602053865540758,0.11992100573600273,-0.009525729081462403
1991-08-31,-0.01828496120762614,0.2791603803202681,-0.11577330876050937,0.09545297546315462,-0.028315266794914057
1991-09-30,-0.02174489941711695,0.21103958755098667,-0.10418268907020627,0.10701334955338387,-0.004180062089697567
1991-10-31,-0.025784049921479937,0.23600511681403674,-0.11577207561311623,0.10516420884613814,-0.012010849114324595
1991-11-30,-0.008943246007845088,0.26925366684578694,-0.10129762820515778,0.14662916510589857,0.0027439636627096253
1991-12-31,0.01589564214048042,0.28512109635910116,-0.07303652207898509,0.08483300698734336,-0.0355904623083112
1992-01-31,0.014425787722128741,0.2161376169621239,-0.05567396542117334,0.07828273657556262,-0.022526293661367908
1992-02-29,0.016501986579511574,0.21620000165933967,-0.052835009691587664,0.07090616633228092,-0.026891135210700384
1992-03-31,0.0019862894544571685,0.18261722279778198,-0.06304850945932766,0.060838531347315816,-0.02421309642461983
1992-04-30,-0.015454960606000337,0.2011355529786088,-0.09287773427858259,0.03858445902813046,-0.042349447118626316
1992-05-31,-0.026966067680058103,0.18587053442845575,-0.10508999806726688,0.035515031700649846,-0.0404585624646194
1992-06-30,-0.020670230576733006,0.21103156541395268,-0.10269404808596042,0.052290542034516274,-0.036602728090632225
1992-07-31,-0.01631847058532092,0.2736885876810656,-0.1119717283953649,0.060342628962802236,-0.04660403914918279
1992-08-31,-0.01869076371156915,0.28488953735154315,-0.11758076091525693,0.056258442362363936,-0.05132221845803739
1992-09-30,-0.019032864659660642,0.2989791716598011,-0.1211109880779056,0.0652938702592078,-0.0493918775589319
1992-10-31,-0.009983704753419906,0.267966497262009,-0.10235023186518118,0.05881355299367169,-0.04618447345476398
1992-11-30,-0.008243708551920081,0.2608175951218655,-0.0983271561448843,0.04233918476558762,-0.053880863505941984
1992-12-31,-0.00433785945146864,0.2747470439977003,-0.09661882381283513,0.04118312366989346,-0.057522180709476456
1993-01-31,-0.015288628765721388,0.2572372535983117,-0.10676700786430621,0.037619173653874294,-0.05577313631165981
1993-02-28,-0.01830265608425155,0.2911655384567004,-0.11847137187613045,0.027347925007283225,-0.06854605614291709
1993-03-31,-0.016284260490511765,0.22804454060859608,-0.10096461581027757,0.030804830816091422,-0.053233836737356155
1993-04-30,-0.010430795302822232,0.17561317517491065,-0.07872438983486299,0.05132833546366944,-0.02818082922937598
1993-05-31,0.009805065606010244,0.15331349255724075,-0.04250255570151193,0.068695866058263,-0.011268847525252645
1993-06-30,0.025876732215660114,0.18105278917936435,-0.028525353217487864,0.0695303113584293,-0.01849101280092233
1993-07-31,0.05226687121481427,0.10002250953639163,0.04212364367310409,0.09425414518959058,0.02191249925154312
1993-08-31,0.03689946069485622,0.10768913412206643,0.015084698047243383,0.044750177575020256,-0.013324465682849895
1993-09-30,0.01594754711191501,0.2416073131899687,-0.06103588749272032,0.03646478901961253,-0.052996512058119505
